vaf_values	ng_range	score	w_comp	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR
0.25	4.0_64.0	0.7	0.6	32	87	4472	34	19	15	0.485	0.981	0.974	0.466	0.269	0.485	0.346	0.731
0.25	8.0_64.0	0.7	0.6	24	39	2573	20	9	11	0.545	0.985	0.978	0.53	0.381	0.545	0.448	0.619
0.375	4.0_64.0	0.7	0.6	33	3	435	21	11	10	0.611	0.993	0.951	0.604	0.917	0.611	0.733	0.083
0.375	8.0_64.0	0.7	0.6	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038
0.5	4.0_64.0	0.7	0.6	54	26	796	24	11	13	0.692	0.968	0.944	0.66	0.675	0.692	0.683	0.325
0.5	8.0_64.0	0.7	0.6	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309
0.7_0.75	4.0_64.0	0.7	0.6	46	14	270	20	9	11	0.697	0.951	0.903	0.648	0.767	0.697	0.73	0.233
0.7_0.75	8.0_64.0	0.7	0.6	33	9	145	11	6	5	0.75	0.942	0.899	0.692	0.786	0.75	0.768	0.214
1.0	4.0_64.0	0.7	0.6	47	18	148	19	9	10	0.712	0.892	0.841	0.604	0.723	0.712	0.717	0.277
1.0	8.0_64.0	0.7	0.6	32	11	82	12	6	6	0.727	0.882	0.832	0.609	0.744	0.727	0.735	0.256
0.1_0.125	4.0_64.0	0.7	0.7	30	722	14414	36	25	11	0.455	0.952	0.95	0.407	0.04	0.455	0.074	0.96
0.1_0.125	8.0_64.0	0.7	0.7	25	487	9274	19	13	6	0.568	0.95	0.948	0.518	0.049	0.568	0.09	0.951
0.25	4.0_64.0	0.7	0.7	31	83	4476	35	19	16	0.47	0.982	0.974	0.452	0.272	0.47	0.345	0.728
0.25	8.0_64.0	0.7	0.7	23	37	2575	21	9	12	0.523	0.986	0.978	0.509	0.383	0.523	0.442	0.617
0.375	4.0_64.0	0.7	0.7	31	3	435	23	11	12	0.574	0.993	0.947	0.567	0.912	0.574	0.705	0.088
0.375	8.0_64.0	0.7	0.7	24	1	246	12	7	5	0.667	0.996	0.954	0.663	0.96	0.667	0.787	0.04
0.5	4.0_64.0	0.7	0.7	54	26	796	24	11	13	0.692	0.968	0.944	0.66	0.675	0.692	0.683	0.325
0.5	8.0_64.0	0.7	0.7	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309
0.7_0.75	4.0_64.0	0.7	0.7	44	13	271	22	9	13	0.667	0.954	0.9	0.621	0.772	0.667	0.716	0.228
0.7_0.75	8.0_64.0	0.7	0.7	31	9	145	13	6	7	0.705	0.942	0.889	0.647	0.775	0.705	0.738	0.225
1.0	4.0_64.0	0.7	0.7	47	16	150	19	9	10	0.712	0.904	0.849	0.616	0.746	0.712	0.729	0.254
1.0	8.0_64.0	0.7	0.7	32	9	84	12	6	6	0.727	0.903	0.847	0.63	0.78	0.727	0.753	0.22
0.1_0.125	4.0_64.0	0.7	0.8	28	690	14446	38	25	13	0.424	0.954	0.952	0.378	0.039	0.424	0.071	0.961
0.1_0.125	8.0_64.0	0.7	0.8	23	466	9295	21	13	8	0.523	0.952	0.95	0.475	0.047	0.523	0.086	0.953
0.25	4.0_64.0	0.7	0.8	28	78	4481	38	19	19	0.424	0.983	0.975	0.407	0.264	0.424	0.325	0.736
0.25	8.0_64.0	0.7	0.8	21	35	2577	23	9	14	0.477	0.987	0.978	0.464	0.375	0.477	0.42	0.625
0.375	4.0_64.0	0.7	0.8	29	3	435	25	11	14	0.537	0.993	0.943	0.53	0.906	0.537	0.674	0.094
0.375	8.0_64.0	0.7	0.8	22	1	246	14	7	7	0.611	0.996	0.947	0.607	0.957	0.611	0.746	0.043
0.5	4.0_64.0	0.7	0.8	52	25	797	26	11	15	0.667	0.97	0.943	0.637	0.675	0.667	0.671	0.325
0.5	8.0_64.0	0.7	0.8	36	16	431	16	6	10	0.692	0.964	0.936	0.656	0.692	0.692	0.692	0.308
0.7_0.75	4.0_64.0	0.7	0.8	43	13	271	23	9	14	0.652	0.954	0.897	0.606	0.768	0.652	0.705	0.232
0.7_0.75	8.0_64.0	0.7	0.8	30	9	145	14	6	8	0.682	0.942	0.884	0.624	0.769	0.682	0.723	0.231
1.0	4.0_64.0	0.7	0.8	44	14	152	22	9	13	0.667	0.916	0.845	0.583	0.759	0.667	0.71	0.241
1.0	8.0_64.0	0.7	0.8	32	8	85	12	6	6	0.727	0.914	0.854	0.641	0.8	0.727	0.762	0.2
0.1_0.125	4.0_64.0	0.7	0.9	26	660	14476	40	25	15	0.394	0.956	0.954	0.35	0.038	0.394	0.069	0.962
0.1_0.125	8.0_64.0	0.7	0.9	21	446	9315	23	13	10	0.477	0.954	0.952	0.431	0.045	0.477	0.082	0.955
0.25	4.0_64.0	0.7	0.9	28	76	4483	38	19	19	0.424	0.983	0.975	0.407	0.269	0.424	0.329	0.731
0.25	8.0_64.0	0.7	0.9	21	34	2578	23	9	14	0.477	0.987	0.979	0.464	0.382	0.477	0.424	0.618
0.375	4.0_64.0	0.7	0.9	27	3	435	27	11	16	0.5	0.993	0.939	0.493	0.9	0.5	0.643	0.1
0.375	8.0_64.0	0.7	0.9	21	1	246	15	7	8	0.583	0.996	0.943	0.579	0.955	0.583	0.724	0.045
0.5	4.0_64.0	0.7	0.9	50	25	797	28	11	17	0.641	0.97	0.941	0.611	0.667	0.641	0.654	0.333
0.5	8.0_64.0	0.7	0.9	35	16	431	17	6	11	0.673	0.964	0.934	0.637	0.686	0.673	0.679	0.314
0.7_0.75	4.0_64.0	0.7	0.9	41	12	272	25	9	16	0.621	0.958	0.894	0.579	0.774	0.621	0.689	0.226
0.7_0.75	8.0_64.0	0.7	0.9	28	8	146	16	6	10	0.636	0.948	0.879	0.584	0.778	0.636	0.7	0.222
1.0	4.0_64.0	0.7	0.9	43	13	153	23	9	14	0.652	0.922	0.845	0.574	0.768	0.652	0.705	0.232
1.0	8.0_64.0	0.7	0.9	31	8	85	13	6	7	0.705	0.914	0.847	0.619	0.795	0.705	0.747	0.205
0.1_0.125	4.0_64.0	0.7	1.0	25	625	14511	41	25	16	0.379	0.959	0.956	0.338	0.038	0.379	0.069	0.962
0.1_0.125	8.0_64.0	0.7	1.0	20	420	9341	24	13	11	0.455	0.957	0.955	0.412	0.045	0.455	0.082	0.955
0.25	4.0_64.0	0.7	1.0	28	71	4488	38	19	19	0.424	0.984	0.976	0.408	0.283	0.424	0.339	0.717
0.25	8.0_64.0	0.7	1.0	21	33	2579	23	9	14	0.477	0.987	0.979	0.464	0.389	0.477	0.429	0.611
0.375	4.0_64.0	0.7	1.0	25	3	435	29	11	18	0.463	0.993	0.935	0.456	0.893	0.463	0.61	0.107
0.375	8.0_64.0	0.7	1.0	19	1	246	17	7	10	0.528	0.996	0.936	0.524	0.95	0.528	0.679	0.05
0.5	4.0_64.0	0.7	1.0	49	25	797	29	11	18	0.628	0.97	0.94	0.598	0.662	0.628	0.645	0.338
0.5	8.0_64.0	0.7	1.0	34	16	431	18	6	12	0.654	0.964	0.932	0.618	0.68	0.654	0.667	0.32
0.7_0.75	4.0_64.0	0.7	1.0	39	12	272	27	9	18	0.591	0.958	0.889	0.549	0.765	0.591	0.667	0.235
0.7_0.75	8.0_64.0	0.7	1.0	26	8	146	18	6	12	0.591	0.948	0.869	0.539	0.765	0.591	0.667	0.235
1.0	4.0_64.0	0.7	1.0	41	13	153	25	9	16	0.621	0.922	0.836	0.543	0.759	0.621	0.683	0.241
1.0	8.0_64.0	0.7	1.0	29	8	85	15	6	9	0.659	0.914	0.832	0.573	0.784	0.659	0.716	0.216
0.1_0.125	4.0_64.0	0.8	0.0	37	1272	13864	29	25	4	0.561	0.916	0.914	0.477	0.028	0.561	0.053	0.972
0.1_0.125	8.0_64.0	0.8	0.0	29	867	8894	15	13	2	0.659	0.911	0.91	0.57	0.032	0.659	0.061	0.968
0.25	4.0_64.0	0.8	0.0	38	198	4361	28	19	9	0.576	0.957	0.951	0.533	0.161	0.576	0.252	0.839
0.25	8.0_64.0	0.8	0.0	29	108	2504	15	9	6	0.659	0.959	0.954	0.618	0.212	0.659	0.321	0.788
0.375	4.0_64.0	0.8	0.0	37	13	425	17	11	6	0.685	0.97	0.939	0.655	0.74	0.685	0.711	0.26
0.375	8.0_64.0	0.8	0.0	26	6	241	10	7	3	0.722	0.976	0.943	0.698	0.812	0.722	0.764	0.188
0.5	4.0_64.0	0.8	0.0	60	37	785	18	11	7	0.769	0.955	0.939	0.724	0.619	0.769	0.686	0.381
0.5	8.0_64.0	0.8	0.0	42	23	424	10	6	4	0.808	0.949	0.934	0.757	0.646	0.808	0.718	0.354
0.7_0.75	4.0_64.0	0.8	0.0	51	22	262	15	9	6	0.773	0.923	0.894	0.696	0.699	0.773	0.734	0.301
0.7_0.75	8.0_64.0	0.8	0.0	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286
1.0	4.0_64.0	0.8	0.0	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289
1.0	8.0_64.0	0.8	0.0	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	0.8	0.1	37	1214	13922	29	25	4	0.561	0.92	0.918	0.481	0.03	0.561	0.057	0.97
0.1_0.125	8.0_64.0	0.8	0.1	29	825	8936	15	13	2	0.659	0.915	0.914	0.574	0.034	0.659	0.065	0.966
0.25	4.0_64.0	0.8	0.1	36	178	4381	30	19	11	0.545	0.961	0.955	0.506	0.168	0.545	0.257	0.832
0.25	8.0_64.0	0.8	0.1	27	96	2516	17	9	8	0.614	0.963	0.957	0.577	0.22	0.614	0.324	0.78
0.375	4.0_64.0	0.8	0.1	37	12	426	17	11	6	0.685	0.973	0.941	0.658	0.755	0.685	0.718	0.245
0.375	8.0_64.0	0.8	0.1	26	5	242	10	7	3	0.722	0.98	0.947	0.702	0.839	0.722	0.776	0.161
0.5	4.0_64.0	0.8	0.1	60	35	787	18	11	7	0.769	0.957	0.941	0.726	0.632	0.769	0.694	0.368
0.5	8.0_64.0	0.8	0.1	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344
0.7_0.75	4.0_64.0	0.8	0.1	50	22	262	16	9	7	0.758	0.923	0.891	0.681	0.694	0.758	0.725	0.306
0.7_0.75	8.0_64.0	0.8	0.1	34	14	140	10	6	4	0.773	0.909	0.879	0.682	0.708	0.773	0.739	0.292
1.0	4.0_64.0	0.8	0.1	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289
1.0	8.0_64.0	0.8	0.1	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	0.8	0.2	37	1155	13981	29	25	4	0.561	0.924	0.922	0.485	0.031	0.561	0.059	0.969
0.1_0.125	8.0_64.0	0.8	0.2	29	783	8978	15	13	2	0.659	0.92	0.919	0.579	0.036	0.659	0.068	0.964
0.25	4.0_64.0	0.8	0.2	36	162	4397	30	19	11	0.545	0.964	0.958	0.509	0.182	0.545	0.273	0.818
0.25	8.0_64.0	0.8	0.2	27	87	2525	17	9	8	0.614	0.967	0.961	0.581	0.237	0.614	0.342	0.763
0.375	4.0_64.0	0.8	0.2	37	10	428	17	11	6	0.685	0.977	0.945	0.662	0.787	0.685	0.732	0.213
0.375	8.0_64.0	0.8	0.2	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103
0.5	4.0_64.0	0.8	0.2	60	35	787	18	11	7	0.769	0.957	0.941	0.726	0.632	0.769	0.694	0.368
0.5	8.0_64.0	0.8	0.2	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344
0.7_0.75	4.0_64.0	0.8	0.2	50	22	262	16	9	7	0.758	0.923	0.891	0.681	0.694	0.758	0.725	0.306
0.7_0.75	8.0_64.0	0.8	0.2	34	14	140	10	6	4	0.773	0.909	0.879	0.682	0.708	0.773	0.739	0.292
1.0	4.0_64.0	0.8	0.2	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289
1.0	8.0_64.0	0.8	0.2	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	0.8	0.3	37	1112	14024	29	25	4	0.561	0.927	0.925	0.488	0.032	0.561	0.061	0.968
0.1_0.125	8.0_64.0	0.8	0.3	29	746	9015	15	13	2	0.659	0.924	0.922	0.583	0.037	0.659	0.07	0.963
0.25	4.0_64.0	0.8	0.3	35	147	4412	31	19	12	0.53	0.968	0.962	0.498	0.192	0.53	0.282	0.808
0.25	8.0_64.0	0.8	0.3	26	79	2533	18	9	9	0.591	0.97	0.963	0.561	0.248	0.591	0.349	0.752
0.375	4.0_64.0	0.8	0.3	37	9	429	17	11	6	0.685	0.979	0.947	0.664	0.804	0.685	0.74	0.196
0.375	8.0_64.0	0.8	0.3	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103
0.5	4.0_64.0	0.8	0.3	60	33	789	18	11	7	0.769	0.96	0.943	0.729	0.645	0.769	0.702	0.355
0.5	8.0_64.0	0.8	0.3	42	20	427	10	6	4	0.808	0.955	0.94	0.763	0.677	0.808	0.737	0.323
0.7_0.75	4.0_64.0	0.8	0.3	50	21	263	16	9	7	0.758	0.926	0.894	0.684	0.704	0.758	0.73	0.296
0.7_0.75	8.0_64.0	0.8	0.3	34	14	140	10	6	4	0.773	0.909	0.879	0.682	0.708	0.773	0.739	0.292
1.0	4.0_64.0	0.8	0.3	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289
1.0	8.0_64.0	0.8	0.3	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	0.8	0.4	37	1051	14085	29	25	4	0.561	0.931	0.929	0.492	0.034	0.561	0.064	0.966
0.1_0.125	8.0_64.0	0.8	0.4	29	707	9054	15	13	2	0.659	0.928	0.926	0.587	0.039	0.659	0.074	0.961
0.25	4.0_64.0	0.8	0.4	35	133	4426	31	19	12	0.53	0.971	0.965	0.501	0.208	0.53	0.299	0.792
0.25	8.0_64.0	0.8	0.4	26	72	2540	18	9	9	0.591	0.972	0.966	0.563	0.265	0.591	0.366	0.735
0.375	4.0_64.0	0.8	0.4	37	8	430	17	11	6	0.685	0.982	0.949	0.667	0.822	0.685	0.747	0.178
0.375	8.0_64.0	0.8	0.4	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071
0.5	4.0_64.0	0.8	0.4	58	33	789	20	11	9	0.744	0.96	0.941	0.704	0.637	0.744	0.686	0.363
0.5	8.0_64.0	0.8	0.4	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328
0.7_0.75	4.0_64.0	0.8	0.4	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286
0.7_0.75	8.0_64.0	0.8	0.4	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277
1.0	4.0_64.0	0.8	0.4	53	22	144	13	9	4	0.803	0.867	0.849	0.67	0.707	0.803	0.752	0.293
1.0	8.0_64.0	0.8	0.4	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	0.8	0.5	36	1012	14124	30	25	5	0.545	0.933	0.931	0.478	0.034	0.545	0.064	0.966
0.1_0.125	8.0_64.0	0.8	0.5	28	679	9082	16	13	3	0.636	0.93	0.929	0.566	0.04	0.636	0.075	0.96
0.25	4.0_64.0	0.8	0.5	35	123	4436	31	19	12	0.53	0.973	0.967	0.503	0.222	0.53	0.313	0.778
0.25	8.0_64.0	0.8	0.5	26	64	2548	18	9	9	0.591	0.975	0.969	0.566	0.289	0.591	0.388	0.711
0.375	4.0_64.0	0.8	0.5	37	5	433	17	11	6	0.685	0.989	0.955	0.674	0.881	0.685	0.771	0.119
0.375	8.0_64.0	0.8	0.5	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071
0.5	4.0_64.0	0.8	0.5	58	33	789	20	11	9	0.744	0.96	0.941	0.704	0.637	0.744	0.686	0.363
0.5	8.0_64.0	0.8	0.5	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328
0.7_0.75	4.0_64.0	0.8	0.5	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286
0.7_0.75	8.0_64.0	0.8	0.5	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277
1.0	4.0_64.0	0.8	0.5	51	22	144	15	9	6	0.773	0.867	0.841	0.64	0.699	0.773	0.734	0.301
1.0	8.0_64.0	0.8	0.5	35	15	78	9	6	3	0.795	0.839	0.825	0.634	0.7	0.795	0.744	0.3
0.1_0.125	4.0_64.0	0.8	0.6	36	959	14177	30	25	5	0.545	0.937	0.935	0.482	0.036	0.545	0.068	0.964
0.1_0.125	8.0_64.0	0.8	0.6	28	643	9118	16	13	3	0.636	0.934	0.933	0.57	0.042	0.636	0.079	0.958
0.25	4.0_64.0	0.8	0.6	35	114	4445	31	19	12	0.53	0.975	0.969	0.505	0.235	0.53	0.326	0.765
0.25	8.0_64.0	0.8	0.6	26	57	2555	18	9	9	0.591	0.978	0.972	0.569	0.313	0.591	0.409	0.687
0.375	4.0_64.0	0.8	0.6	35	4	434	19	11	8	0.648	0.991	0.953	0.639	0.897	0.648	0.752	0.103
0.375	8.0_64.0	0.8	0.6	25	2	245	11	7	4	0.694	0.992	0.954	0.686	0.926	0.694	0.793	0.074
0.5	4.0_64.0	0.8	0.6	57	32	790	21	11	10	0.731	0.961	0.941	0.692	0.64	0.731	0.682	0.36
0.5	8.0_64.0	0.8	0.6	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328
0.7_0.75	4.0_64.0	0.8	0.6	50	19	265	16	9	7	0.758	0.933	0.9	0.691	0.725	0.758	0.741	0.275
0.7_0.75	8.0_64.0	0.8	0.6	34	12	142	10	6	4	0.773	0.922	0.889	0.695	0.739	0.773	0.756	0.261
1.0	4.0_64.0	0.8	0.6	50	21	145	16	9	7	0.758	0.873	0.841	0.631	0.704	0.758	0.73	0.296
1.0	8.0_64.0	0.8	0.6	35	14	79	9	6	3	0.795	0.849	0.832	0.644	0.714	0.795	0.752	0.286
0.1_0.125	4.0_64.0	0.8	0.7	34	926	14210	32	25	7	0.515	0.939	0.937	0.454	0.035	0.515	0.066	0.965
0.1_0.125	8.0_64.0	0.8	0.7	27	615	9146	17	13	4	0.614	0.937	0.936	0.551	0.042	0.614	0.079	0.958
0.25	4.0_64.0	0.8	0.7	33	109	4450	33	19	14	0.5	0.976	0.969	0.476	0.232	0.5	0.317	0.768
0.25	8.0_64.0	0.8	0.7	25	55	2557	19	9	10	0.568	0.979	0.972	0.547	0.312	0.568	0.403	0.688
0.375	4.0_64.0	0.8	0.7	35	3	435	19	11	8	0.648	0.993	0.955	0.641	0.921	0.648	0.761	0.079
0.375	8.0_64.0	0.8	0.7	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038
0.5	4.0_64.0	0.8	0.7	57	32	790	21	11	10	0.731	0.961	0.941	0.692	0.64	0.731	0.682	0.36
0.5	8.0_64.0	0.8	0.7	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328
0.7_0.75	4.0_64.0	0.8	0.7	50	16	268	16	9	7	0.758	0.944	0.909	0.702	0.758	0.758	0.758	0.242
0.7_0.75	8.0_64.0	0.8	0.7	34	10	144	10	6	4	0.773	0.935	0.899	0.708	0.773	0.773	0.773	0.227
1.0	4.0_64.0	0.8	0.7	49	21	145	17	9	8	0.742	0.873	0.836	0.615	0.7	0.742	0.72	0.3
1.0	8.0_64.0	0.8	0.7	34	14	79	10	6	4	0.773	0.849	0.825	0.622	0.708	0.773	0.739	0.292
0.1_0.125	4.0_64.0	0.8	0.8	32	884	14252	34	25	9	0.485	0.942	0.94	0.427	0.035	0.485	0.065	0.965
0.1_0.125	8.0_64.0	0.8	0.8	26	587	9174	18	13	5	0.591	0.94	0.938	0.531	0.042	0.591	0.078	0.958
0.25	4.0_64.0	0.8	0.8	33	102	4457	33	19	14	0.5	0.978	0.971	0.478	0.244	0.5	0.328	0.756
0.25	8.0_64.0	0.8	0.8	25	50	2562	19	9	10	0.568	0.981	0.974	0.549	0.333	0.568	0.42	0.667
0.375	4.0_64.0	0.8	0.8	34	3	435	20	11	9	0.63	0.993	0.953	0.623	0.919	0.63	0.748	0.081
0.375	8.0_64.0	0.8	0.8	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038
0.5	4.0_64.0	0.8	0.8	56	29	793	22	11	11	0.718	0.965	0.943	0.683	0.659	0.718	0.687	0.341
0.5	8.0_64.0	0.8	0.8	40	18	429	12	6	6	0.769	0.96	0.94	0.729	0.69	0.769	0.727	0.31
0.7_0.75	4.0_64.0	0.8	0.8	47	16	268	19	9	10	0.712	0.944	0.9	0.656	0.746	0.712	0.729	0.254
0.7_0.75	8.0_64.0	0.8	0.8	33	10	144	11	6	5	0.75	0.935	0.894	0.685	0.767	0.75	0.758	0.233
1.0	4.0_64.0	0.8	0.8	48	18	148	18	9	9	0.727	0.892	0.845	0.619	0.727	0.727	0.727	0.273
1.0	8.0_64.0	0.8	0.8	33	11	82	11	6	5	0.75	0.882	0.839	0.632	0.75	0.75	0.75	0.25
0.1_0.125	4.0_64.0	0.8	0.9	32	853	14283	34	25	9	0.485	0.944	0.942	0.429	0.036	0.485	0.067	0.964
0.1_0.125	8.0_64.0	0.8	0.9	26	566	9195	18	13	5	0.591	0.942	0.94	0.533	0.044	0.591	0.082	0.956
0.25	4.0_64.0	0.8	0.9	31	100	4459	35	19	16	0.47	0.978	0.971	0.448	0.237	0.47	0.315	0.763
0.25	8.0_64.0	0.8	0.9	23	48	2564	21	9	12	0.523	0.982	0.974	0.505	0.324	0.523	0.4	0.676
0.375	4.0_64.0	0.8	0.9	33	3	435	21	11	10	0.611	0.993	0.951	0.604	0.917	0.611	0.733	0.083
0.375	8.0_64.0	0.8	0.9	24	1	246	12	7	5	0.667	0.996	0.954	0.663	0.96	0.667	0.787	0.04
0.5	4.0_64.0	0.8	0.9	54	26	796	24	11	13	0.692	0.968	0.944	0.66	0.675	0.692	0.683	0.325
0.5	8.0_64.0	0.8	0.9	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309
0.7_0.75	4.0_64.0	0.8	0.9	47	14	270	19	9	10	0.712	0.951	0.906	0.663	0.77	0.712	0.74	0.23
0.7_0.75	8.0_64.0	0.8	0.9	33	9	145	11	6	5	0.75	0.942	0.899	0.692	0.786	0.75	0.768	0.214
1.0	4.0_64.0	0.8	0.9	47	18	148	19	9	10	0.712	0.892	0.841	0.604	0.723	0.712	0.717	0.277
1.0	8.0_64.0	0.8	0.9	32	11	82	12	6	6	0.727	0.882	0.832	0.609	0.744	0.727	0.735	0.256
0.1_0.125	4.0_64.0	0.8	1.0	31	811	14325	35	25	10	0.47	0.946	0.944	0.416	0.037	0.47	0.069	0.963
0.1_0.125	8.0_64.0	0.8	1.0	25	541	9220	19	13	6	0.568	0.945	0.943	0.513	0.044	0.568	0.082	0.956
0.25	4.0_64.0	0.8	1.0	31	90	4469	35	19	16	0.47	0.98	0.973	0.45	0.256	0.47	0.331	0.744
0.25	8.0_64.0	0.8	1.0	23	41	2571	21	9	12	0.523	0.984	0.977	0.507	0.359	0.523	0.426	0.641
0.375	4.0_64.0	0.8	1.0	32	3	435	22	11	11	0.593	0.993	0.949	0.586	0.914	0.593	0.719	0.086
0.375	8.0_64.0	0.8	1.0	24	1	246	12	7	5	0.667	0.996	0.954	0.663	0.96	0.667	0.787	0.04
0.5	4.0_64.0	0.8	1.0	54	26	796	24	11	13	0.692	0.968	0.944	0.66	0.675	0.692	0.683	0.325
0.5	8.0_64.0	0.8	1.0	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309
0.7_0.75	4.0_64.0	0.8	1.0	46	13	271	20	9	11	0.697	0.954	0.906	0.651	0.78	0.697	0.736	0.22
0.7_0.75	8.0_64.0	0.8	1.0	32	9	145	12	6	6	0.727	0.942	0.894	0.669	0.78	0.727	0.753	0.22
1.0	4.0_64.0	0.8	1.0	46	16	150	20	9	11	0.697	0.904	0.845	0.601	0.742	0.697	0.719	0.258
1.0	8.0_64.0	0.8	1.0	32	9	84	12	6	6	0.727	0.903	0.847	0.63	0.78	0.727	0.753	0.22
0.1_0.125	4.0_64.0	0.9	0.0	37	1565	13571	29	25	4	0.561	0.897	0.895	0.458	0.023	0.561	0.044	0.977
0.1_0.125	8.0_64.0	0.9	0.0	29	1062	8699	15	13	2	0.659	0.891	0.89	0.55	0.027	0.659	0.052	0.973
0.25	4.0_64.0	0.9	0.0	41	275	4284	25	19	6	0.621	0.94	0.935	0.561	0.13	0.621	0.215	0.87
0.25	8.0_64.0	0.9	0.0	32	155	2457	12	9	3	0.727	0.941	0.937	0.668	0.171	0.727	0.277	0.829
0.375	4.0_64.0	0.9	0.0	38	18	420	16	11	5	0.704	0.959	0.931	0.663	0.679	0.704	0.691	0.321
0.375	8.0_64.0	0.9	0.0	27	10	237	9	7	2	0.75	0.96	0.933	0.71	0.73	0.75	0.74	0.27
0.5	4.0_64.0	0.9	0.0	61	48	774	17	11	6	0.782	0.942	0.928	0.724	0.56	0.782	0.653	0.44
0.5	8.0_64.0	0.9	0.0	43	31	416	9	6	3	0.827	0.931	0.92	0.758	0.581	0.827	0.683	0.419
0.7_0.75	4.0_64.0	0.9	0.0	53	27	257	13	9	4	0.803	0.905	0.886	0.708	0.662	0.803	0.726	0.338
0.7_0.75	8.0_64.0	0.9	0.0	36	17	137	8	6	2	0.818	0.89	0.874	0.708	0.679	0.818	0.742	0.321
1.0	4.0_64.0	0.9	0.0	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295
1.0	8.0_64.0	0.9	0.0	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294
0.1_0.125	4.0_64.0	0.9	0.1	37	1473	13663	29	25	4	0.561	0.903	0.901	0.464	0.025	0.561	0.048	0.975
0.1_0.125	8.0_64.0	0.9	0.1	29	1003	8758	15	13	2	0.659	0.897	0.896	0.556	0.028	0.659	0.054	0.972
0.25	4.0_64.0	0.9	0.1	40	251	4308	26	19	7	0.606	0.945	0.94	0.551	0.137	0.606	0.223	0.863
0.25	8.0_64.0	0.9	0.1	31	138	2474	13	9	4	0.705	0.947	0.943	0.652	0.183	0.705	0.291	0.817
0.375	4.0_64.0	0.9	0.1	38	15	423	16	11	5	0.704	0.966	0.937	0.67	0.717	0.704	0.71	0.283
0.375	8.0_64.0	0.9	0.1	27	8	239	9	7	2	0.75	0.968	0.94	0.718	0.771	0.75	0.76	0.229
0.5	4.0_64.0	0.9	0.1	60	42	780	18	11	7	0.769	0.949	0.933	0.718	0.588	0.769	0.666	0.412
0.5	8.0_64.0	0.9	0.1	42	26	421	10	6	4	0.808	0.942	0.928	0.75	0.618	0.808	0.7	0.382
0.7_0.75	4.0_64.0	0.9	0.1	52	25	259	14	9	5	0.788	0.912	0.889	0.7	0.675	0.788	0.727	0.325
0.7_0.75	8.0_64.0	0.9	0.1	35	16	138	9	6	3	0.795	0.896	0.874	0.691	0.686	0.795	0.736	0.314
